Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID,pIC50 (M)
445154,1931301,103259583,Unspecified,,,61.71,IC50,Anticancer activity against human MCF7 cells assessed as cell growth inhibition incubated for 48 hrs in presence of Curcumin by MTS assay,Confirmatory,32485531.0,4.2096444535856135
445154,1931339,103259583,Unspecified,,,127.0,IC50,Anticancer activity against human MCF7 cells assessed as cell growth inhibition incubated for 3 days by MTT assay,Confirmatory,32485531.0,3.896196279044043
445154,1931344,103259583,Unspecified,,,68.3,IC50,Anticancer activity against human MCF7 cells assessed as cell growth inhibition by CyQuant assay,Confirmatory,32485531.0,4.165579296318468
445154,1931357,103259583,Unspecified,,,24.6,IC50,Anticancer activity against human MCF7 cells assessed as reduction of cell viability incubated for 48 hrs by MTT assay,Confirmatory,32485531.0,4.609064892896621
38361391,695957,163313530,Unspecified,,,11.41,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23022281.0,4.942714355581785
1880,102612,103274452,Unspecified,,,27.5,IC50,The compound was tested for antiproliferative activity against MCF-7 human breast cancer cells,Confirmatory,11720850.0,4.560667306169737
16078,1524904,103167825,Unspecified,,,57.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,30871771.0,4.2441251443275085
401171,606466,103228969,Unspecified,,,25.0,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by resazurin reduction test,Confirmatory,21623630.0,4.6020599913279625
5460769,104047,103564232,Unspecified,,,53.0,IC50,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 24 h,Confirmatory,12477361.0,4.275724130399211
5460769,742340,103564232,Active,,,1.16584,IC50,SANGER: Inhibition of human MCF7 cell growth in a cell viability assay.,Confirmatory,,5.933361048106247
3034010,1410060,103436517,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,29541373.0,4.0
10424762,1564093,103599232,Unspecified,,,46.75,IC50,Cytotoxicity against human MCF7/Dox cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,31325783.0,4.330218384791463
10424762,1564095,103599232,Unspecified,P08183,5243.0,24.73,IC50,Reversal of P-gp-mediated multidrug resistance in human MCF7/Dox cells assessed as potentiation of doxorubicin-induced cytotoxicity by measuring doxorubicin IC50 at 12.5 uM after 48 hrs by MTT assay (Rvb = 51.19 +/- 0.95 microM),Confirmatory,31325783.0,4.6067758836387025
100492,634820,103507217,Active,,,0.54,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by sulforhodamine B and MTT assay,Confirmatory,22119124.0,6.267606240177032
5281416,1972020,103528327,Unspecified,,,50.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth measured after 48 hrs by MTT assay,Confirmatory,37602711.0,4.301029995663981
403923,370449,103569340,Unspecified,Q9UNQ0,9429.0,11.0,IC50,Inhibition of ABCG2 overexpressed in human MCF7/Topo cells by flow cytometric-based mitoxantrone efflux assay,Confirmatory,19170519.0,4.958607314841775
403923,734837,103569340,Active,Q9UNQ0,9429.0,0.731,IC50,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,Confirmatory,24900683.0,6.13608262304214
403923,1277333,103569340,Active,Q9UNQ0,9429.0,0.73,IC50,Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay,Confirmatory,26774038.0,6.136677139879544
403923,1320723,103569340,Active,Q9UNQ0,9429.0,0.96,IC50,Inhibition of BCRP in human MCF7/Topo cells assessed as mitoxantrone accumulation preincubated for 10 mins followed by mitoxantrone addition measured after 30 mins by fluorescence assay,Confirmatory,27727127.0,6.017728766960432
403923,1385908,103569340,Active,Q9UNQ0,9429.0,0.731,IC50,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 staining based fluorescence assay,Confirmatory,30128080.0,6.13608262304214
403923,1690372,103569340,Active,Q9UNQ0,9429.0,1.483,IC50,Inhibition of ABCG2 in topotecan-cultured human MCF7 cells using Hoechst 33342 as substrate measured after 2 hrs by fluorescence assay,Confirmatory,32105979.0,5.828858848971618
5281617,1546537,103488998,Unspecified,,,10.3,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31784199.0,4.987162775294828
5280445,1443719,103207220,Unspecified,,,44.4,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by neutral red assay,Confirmatory,28318944.0,4.35261702988538
5280445,1937779,103207220,Active,,,5.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 6 days by SRB assay,Confirmatory,33257172.0,5.301029995663981
5280445,2008192,103207220,Active,P51812,6197.0,4.42,IC50,Inhibition of RSK2 expressed in human MCF7 cells incubated for 1 hrs by,Confirmatory,36898330.0,5.354577730650908
64971,353201,103165295,Unspecified,,,50.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,19286375.0,4.301029995663981
64971,402985,103165295,Unspecified,,,143.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,15270560.0,3.844663962534938
64971,417595,103165295,Unspecified,,,41.0,IC50,Cytotoxicity against human MCF7 cells by resazurin reduction test,Confirmatory,19285391.0,4.3872161432802645
64971,423008,103165295,Unspecified,,,41.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs,Confirmatory,19115839.0,4.3872161432802645
64971,459432,103165295,Unspecified,,,14.9,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,20034802.0,4.826813731587726
64971,475426,103165295,Unspecified,,,14.9,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by sulforhodamine B assay,Confirmatory,20299226.0,4.826813731587726
64971,482907,103165295,Unspecified,,,12.27,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,20451375.0,4.9111554372729955
64971,494361,103165295,Unspecified,,,12.27,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB colorimetric assay,Confirmatory,20472329.0,4.9111554372729955
64971,502422,103165295,Unspecified,,,30.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,20719505.0,4.522878745280337
64971,515964,103165295,Unspecified,,,14.9,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by sulforhodamine B assay,Confirmatory,20846866.0,4.826813731587726
64971,727455,103165295,Unspecified,,,14.8,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 96 hrs by SRB assay,Confirmatory,23245801.0,4.8297382846050425
64971,747084,103165295,Unspecified,,,37.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,23584541.0,4.431798275933005
64971,770955,103165295,Unspecified,,,14.03,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 96 hrs by SRB assay,Confirmatory,23973824.0,4.85294232897164
64971,1055287,103165295,Unspecified,,,14.8,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,24161703.0,4.8297382846050425
64971,1201818,103165295,Unspecified,,,22.61,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 96 hrs by SRB assay,Confirmatory,25817774.0,4.64569943765464
64971,1229537,103165295,Unspecified,,,10.527,IC50,Cytotoxicity against human MCF7 cells assessed as cell killing effect after 72 hrs by MTT assay,Confirmatory,26005543.0,4.977695377064931
64971,1416539,103165295,Unspecified,,,25.0,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability by trypan blue test,Confirmatory,30108714.0,4.6020599913279625
64971,1485425,103165295,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by SRB assay,Confirmatory,28500966.0,5.0
64971,1504288,103165295,Unspecified,,,56.3,IC50,Antiproliferative activity in human MCF7 cells by sulforhodamine B assay,Confirmatory,29120172.0,4.249491605148654
64971,1616203,103165295,Active,,,0.33,IC50,Antitumor activity against human MCF7 cells by SRB assay,Confirmatory,31499360.0,6.481486060122113
64971,1673134,103165295,Unspecified,,,40.0,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition after 72 hrs by sulforhodamine B assay,Confirmatory,31126820.0,4.3979400086720375
46887680,1235823,103752255,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,26200131.0,5.0
5492110,1877612,103457724,Unspecified,,,54.5,IC50,Cytotoxicity against human MCF7 cells measured after 24 hrs by MTT assay,Confirmatory,34875389.0,4.2636034977233574
5355469,638477,103529401,Active,Q9UNQ0,9429.0,5.83,IC50,Inhibition of BCRP in human MCF7/MX cells assessed as Hoechst 33342 accumulation preincubated for 30 mins by Fluorometry,Confirmatory,22112540.0,5.2343314452409855
5495926,1525034,103598770,Unspecified,,,10.0,IC50,Cytotoxicity in human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,30978023.0,5.0
5280567,1956552,103173444,Unspecified,,,54.77,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 24 hrs,Confirmatory,37252094.0,4.261457259071215
5387294,667233,103221625,Active,,,1.89,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,22749392.0,5.723538195826756
5359485,1490957,103641329,Unspecified,,,20.0,IC50,Cytotoxicity against human MCF7 cells after 3 days by sulforhodamine B assay,Confirmatory,28409637.0,4.698970004336019
3957,420668,103266319,Active,Q12809,3757.0,0.17378,IC50,Inhibition of human ERG in MCF7 cells,Confirmatory,19110341.0,6.760000207113128
3957,658408,103266319,Active,,,7.5,IC50,Antiproliferative activity against human MCF7 cells assessed as growth inhibition after 144 hrs by crystal violet staining method,Confirmatory,22450132.0,5.1249387366083
3957,684452,103266319,Active,,,7.5,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by crystal violet staining,Confirmatory,22959205.0,5.1249387366083
6197,102615,103348651,Active,,,1.5,IC50,Tested in vitro for anticancer activity against MCF-7 cells,Confirmatory,10072683.0,5.823908740944319
6197,617990,103348651,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21899268.0,4.0
6197,1926865,103348651,Active,,,0.53,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by CCK-8 assay,Confirmatory,36693198.0,6.275724130399211
5994,364887,103175608,Unspecified,Q9UNQ0,9429.0,125.893,IC50,Inhibition of ABCG2 in human mitoxantrone-resistant MCF7 cells by Hoechst 33342 assay,Confirmatory,18678495.0,3.899998417198648
9887568,1122208,123084720,Unspecified,,,10.1,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,24273638.0,4.995678626217358
29435,1816866,103278185,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells measured after 48 hrs by MTT assay,Confirmatory,33979163.0,5.0
8974,248043,103201179,Unspecified,,,72.6,IC50,In vitro inhibitory activity against human breast carcinoma MCF-7 cell line,Confirmatory,16033277.0,4.139063379299906
2734086,502768,104244630,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS reduction assay,Confirmatory,20704331.0,4.301029995663981
5281607,578760,103180236,Active,Q9UNQ0,9429.0,2.6,IC50,Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining,Confirmatory,21354800.0,5.585026652029182
5281607,1226445,103180236,Unspecified,,,50.32,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition after 72 hrs by MTT assay,Confirmatory,25906385.0,4.298259367562787
5281607,1398039,103180236,Unspecified,,,25.66,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,30031652.0,4.59074334796109
5281607,1765545,103180236,Unspecified,,,26.9,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay,Confirmatory,34171512.0,4.570247719997592
5281607,1937779,103180236,Active,,,0.05,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 6 days by SRB assay,Confirmatory,33257172.0,7.301029995663981
94391,1378669,103173891,Unspecified,,,50.0,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28756264.0,4.301029995663981
5281650,1525034,103327593,Unspecified,,,10.0,IC50,Cytotoxicity in human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,30978023.0,5.0
5281650,1539201,103327593,Active,,,9.95,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,31343173.0,5.002176919254275
72291,1467592,103405696,Active,,,8.3,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 72 hrs by WST8 assay,Confirmatory,28558970.0,5.080921907623926
72291,1647969,103405696,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by sulforhodamine B assay,Confirmatory,32040314.0,5.0
100332,1676856,103520192,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by SRB assay,Confirmatory,32946697.0,5.0
5280343,103902,103167027,Unspecified,,,24.0,IC50,Cytotoxic effect on MCF-7 human breast carcinoma cells,Confirmatory,8201603.0,4.619788758288394
5280343,426990,103167027,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,19583252.0,5.0
5280343,578760,103167027,Active,Q9UNQ0,9429.0,7.6,IC50,Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining,Confirmatory,21354800.0,5.119186407719209
5280343,1226445,103167027,Unspecified,,,20.9,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition after 72 hrs by MTT assay,Confirmatory,25906385.0,4.679853713888946
5280343,1937779,103167027,Active,,,5.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 6 days by SRB assay,Confirmatory,33257172.0,5.301029995663981
148195,103225,103241637,Active,,,0.05,IC50,Compound was measured for inhibition of MCF-7 tumor cell line in breast under soft agar assay.,Confirmatory,9822558.0,7.301029995663981
5351344,103224,103168561,Active,,,0.025,IC50,Cell growth inhibition against MCF-7 human breast cancer cells using MTS assay,Confirmatory,12036364.0,7.6020599913279625
5351344,103357,103168561,Active,,,0.011,IC50,Inhibitory concentration to inhibit the growth of MCF-7 human breast carcinoma cells.,Confirmatory,12036378.0,7.958607314841775
5351344,103917,103168561,Active,,,0.0027,IC50,Concentration which produces 50% inhibition of growth of human breast tumor MCF-7 cell line,Confirmatory,11714613.0,8.568636235841012
5351344,104064,103168561,Active,,,0.011,IC50,Cytotoxicity was determined by inhibition of cell growth of MCF-7 human breast carcinoma cell,Confirmatory,11527727.0,7.958607314841775
5351344,248425,103168561,Active,,,0.008,IC50,Concentration required for the 50% inhibition of human breast cancer (MCF-7) cell line growth,Confirmatory,15293996.0,8.096910013008056
5351344,265413,103168561,Active,,,0.002,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,16722633.0,8.698970004336019
5351344,265414,103168561,Active,,,0.0023,IC50,Antiproliferative activity against doxorubicin-resistant human MCF7-dx cells,Confirmatory,16722633.0,8.638272163982407
5351344,273082,103168561,Active,,,0.012,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs,Confirmatory,17034133.0,7.920818753952375
5351344,281505,103168561,Active,,,0.017,IC50,Growth inhibition of human MCF7 cells assessed as G2/M DNA content after 48 hrs,Confirmatory,15566282.0,7.769551078621726
5351344,288668,103168561,Active,,,0.017,IC50,Growth inhibition of human MCF7 cells after 48 hrs,Confirmatory,17497841.0,7.769551078621726
5351344,290175,103168561,Active,,,0.012,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,17197178.0,7.920818753952375
5351344,299205,103168561,Active,,,0.012,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,17482458.0,7.920818753952375
5351344,310756,103168561,Active,,,0.012,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,17977727.0,7.920818753952375
5351344,403056,103168561,Active,,,0.011,IC50,Growth inhibition of human MCF7 after 48 hrs by sulforhodamine B method,Confirmatory,16124759.0,7.958607314841775
5351344,437547,103168561,Active,,,0.03,IC50,Anticancer activity against human MCF7 cells after 72 hrs,Confirmatory,19713108.0,7.522878745280337
5351344,443468,103168561,Active,,,0.0024,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,19879758.0,8.619788758288394
5351344,449214,103168561,Active,,,0.0025,IC50,Growth inhibition of human MCF7 cells after 48 hrs by sulforhodamine B assay,Confirmatory,19601594.0,8.602059991327963
5351344,461022,103168561,Active,,,0.032,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by SRB assay,Confirmatory,20006519.0,7.494850021680094
5351344,479720,103168561,Active,,,0.37,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20420439.0,6.431798275933005
5351344,486600,103168561,Active,,,0.013,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,20493717.0,7.886056647693163
5351344,515465,103168561,Active,,,0.5,IC50,Cytotoxicity against human multidrug-resistant MCF7/Topo cells after 72 hrs by MTT assay,Confirmatory,20731355.0,6.301029995663981
5351344,538692,103168561,Active,,,0.013,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21036623.0,7.886056647693163
5351344,546571,103168561,Active,,,0.0052,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,21080725.0,8.2839966563652
5351344,548392,103168561,Active,,,0.0031,IC50,Antiproliferative activity against human MCF7 cells expressing estrogen receptor after 72 hrs by MTT assay,Confirmatory,20933304.0,8.508638306165727
5351344,590529,103168561,Active,P04350,10382.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,P07437,203068.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,P0DPH7,7278.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,P68363,10376.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,P68366,7277.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,P68371,10383.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q13509,10381.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q13885,7280.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q3ZCM7,347688.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q6PEY2,112714.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q71U36,7846.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q9BQE3,84790.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q9BUF5,84617.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q9BVA1,347733.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,590529,103168561,Active,Q9H4B7,81027.0,1.5,IC50,Inhibition of tubulin polymerization in human MCF7 cells by fluorometric analysis,Confirmatory,21342735.0,5.823908740944319
5351344,605710,103168561,Active,,,0.0056,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by sulforhodamine B assay,Confirmatory,21604746.0,8.2518119729938
5351344,607286,103168561,Active,,,0.37,IC50,Antiproliferative activity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,21663319.0,6.431798275933005
5351344,616891,103168561,Active,,,0.011,IC50,Antiproliferative activity against human MCF7 cells assessed after 48 hrs by spectrophotometry,Confirmatory,21774499.0,7.958607314841775
5351344,619856,103168561,Active,,,0.005,IC50,Antiproliferative activity against ER expressing human MCF7 cells after 72 hrs by MTT assay,Confirmatory,21840628.0,8.301029995663981
5351344,627394,103168561,Active,,,0.0056,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,21920638.0,8.2518119729938
5351344,635026,103168561,Unspecified,,,48.9,IC50,Cytotoxicity against human MCF7 cells by alamar blue assay,Confirmatory,22137934.0,4.31069114087638
5351344,642052,103168561,Active,,,0.013,IC50,Growth inhibition of human MCF7 cells after 96 hrs,Confirmatory,22044164.0,7.886056647693163
5351344,643530,103168561,Active,,,0.37,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,22136312.0,6.431798275933005
5351344,657607,103168561,Active,,,0.41,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22512906.0,6.3872161432802645
5351344,662348,103168561,Active,,,0.00111,IC50,Antiproliferative activity in human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,22329561.0,8.954677021213342
5351344,665695,103168561,Active,,,0.18,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22543234.0,6.7447274948966935
5351344,669460,103168561,Active,,,0.003,IC50,Growth inhibition of human MCF7 cells after 48 hrs by SRB assay,Confirmatory,24900453.0,8.522878745280337
5351344,674212,103168561,Active,,,0.37,IC50,Antiproliferative activity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,22578111.0,6.431798275933005
5351344,717161,103168561,Active,,,0.37,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,23117171.0,6.431798275933005
5351344,721884,103168561,Active,,,0.013,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition by trypan blue exclusion assay,Confirmatory,23214452.0,7.886056647693163
5351344,729940,103168561,Active,,,0.005,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth after 72 hrs by MTT assay,Confirmatory,23454513.0,8.301029995663981
5351344,737112,103168561,Active,,,0.37,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,23445496.0,6.431798275933005
5351344,745605,103168561,Active,,,0.009,IC50,Darktoxicity against human MCF7 cells incubated for 24 hrs followed by 30 mins incubation in dark measured after 3 days by MTT assay,Confirmatory,23631389.0,8.045757490560675
5351344,746668,103168561,Active,,,0.4,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,23566762.0,6.3979400086720375
5351344,757689,103168561,Active,,,0.029,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,23708012.0,7.5376020021010435
5351344,761818,103168561,Active,,,0.098,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,23809851.0,7.008773924307505
5351344,761831,103168561,Active,,,0.006,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by sulforhodamine B assay,Confirmatory,23810282.0,8.221848749616356
5351344,771217,103168561,Active,,,0.22,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,23981529.0,6.657577319177793
5351344,779090,103168561,Active,,,0.0025,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,24012378.0,8.602059991327963
5351344,1057127,103168561,Active,,,0.004,IC50,Cytotoxicity against human MCF7 cells after 3 days,Confirmatory,24139940.0,8.397940008672037
5351344,1057199,103168561,Active,,,1.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 3 days by MTT assay,Confirmatory,24145138.0,6.0
5351344,1059054,103168561,Active,,,0.67,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24238904.0,6.173925197299173
5351344,1079631,103168561,Unspecified,,,25.51,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,,4.5932895413902095
5351344,1160520,103168561,Active,,,0.032,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,,7.494850021680094
5351344,1162818,103168561,Active,,,0.072,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25192811.0,7.142667503568732
5351344,1165180,103168561,Active,,,1.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell growth after 72 hrs by MTT assay,Confirmatory,25240870.0,6.0
5351344,1179506,103168561,Active,,,0.31,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24909678.0,6.508638306165727
5351344,1183660,103168561,Active,,,0.37,IC50,Growth inhibition of human MCF7 cells after 72 hrs by MTT assay,Confirmatory,25025853.0,6.431798275933005
5351344,1183706,103168561,Active,,,0.013,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by Giemsa staining-based light microscopy,Confirmatory,25025991.0,7.886056647693163
5351344,1198453,103168561,Active,,,0.21,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25703297.0,6.6777807052660805
5351344,1205513,103168561,Active,,,0.37,IC50,"Antiproliferative activity against human MCF7 cells after 72 hrs by (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide test",Confirmatory,25785605.0,6.431798275933005
5351344,1206086,103168561,Active,,,0.31,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by MTT assay,Confirmatory,25828827.0,6.508638306165727
5351344,1233573,103168561,Active,,,0.0021,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition after 48 hrs by sulforhodamine B assay,Confirmatory,26069928.0,8.67778070526608
5351344,1237707,103168561,Active,,,0.013,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by SRB assay,Confirmatory,26132075.0,7.886056647693163
5351344,1270276,103168561,Active,,,0.134,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by SRB assay,Confirmatory,,6.872895201635193
5351344,1274776,103168561,Active,,,0.0039,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability pre-incubated for 24 hrs with CO2 followed by compound addition after 72 hrs by MTT assay,Confirmatory,26680364.0,8.4089353929735
5351344,1276116,103168561,Active,,,0.042,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by resazurin reduction assay,Confirmatory,26599530.0,7.376750709602099
5351344,1285319,103168561,Active,,,0.046,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26970659.0,7.337242168318426
5351344,1288162,103168561,Active,,,1.23,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,26974371.0,5.910094888560602
