Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID
46881255,464267,103740464,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20121210.0
118719346,1170659,312366637,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25375202.0
132520001,1634801,440154365,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26963142.0
76324561,1056531,194166122,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,24256484.0
52316406,1478546,381857067,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,28371676.0
45273294,426909,103693322,Active,,,0.88,IC50,Antiproliferative activity against human MCF7 cells after 3 days by MTS assay,Confirmatory,19583251.0
14683342,1328353,374313794,Unspecified,,,71.0,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 72 hrs by MTS assay,Confirmatory,27560695.0
127033180,1286448,336877301,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26757019.0
44584017,402293,103636684,Active,,,0.4,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,15974615.0
76313959,1066709,194146276,Unspecified,,,15.4,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,24547685.0
90680626,1151331,242645540,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 48 hrs by MTT assay,Confirmatory,24773071.0
132584642,1428409,381853049,Unspecified,,,15.1,IC50,Cytotoxicity against vinblastine-sensitive human MCF7 cells assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
132584642,1428410,381853049,Unspecified,,,20.0,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine free medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
132584642,1428411,381853049,Unspecified,,,20.0,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine containing medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
134143015,1328121,374308338,Active,,,9.1,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
134149938,1328121,374333213,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
127034081,1286193,336878642,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,26690274.0
132576365,1460712,381860004,Unspecified,,,30.0,IC50,Cytotoxicity against human MCF7/DX cells incubated for 48 hrs by MTT assay,Confirmatory,28245113.0
132576365,1460713,381860004,Unspecified,,,38.7,IC50,Reversal of multidrug resistance in human MCF7/DX cells assessed as potentiation doxorubicin-induced cytotoxicity by measuring doxorubicin IC50 level at 30 uM incubated for 48 hrs by MTT assay,Confirmatory,28245113.0
90680618,1151331,242645532,Unspecified,,,10.98,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 48 hrs by MTT assay,Confirmatory,24773071.0
76331807,1056531,194179831,Active,,,2.5,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,24256484.0
10944473,1503767,404653350,Active,,,4.0,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29043802.0
15098803,1286193,174511295,Active,,,7.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,26690274.0
16099562,380281,103598310,Active,,,0.51,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,17190470.0
118711167,1177505,312353928,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25116183.0
122180307,1230463,318375417,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26068802.0
127031361,1286279,336874614,Unspecified,,,22.3,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by MTT assay,Confirmatory,26717050.0
9970905,1543246,440131465,Unspecified,,,40.0,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31268321.0
101712856,1651826,442057706,Unspecified,,,103.0,IC50,Cytotoxicity against human MCF7 cells by resazurin microplate assay,Confirmatory,32193929.0
118719343,1170659,312366634,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25375202.0
10316560,1328353,374334313,Active,,,4.2,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 72 hrs by MTS assay,Confirmatory,27560695.0
442523,1349617,404655066,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTS assay,Confirmatory,29338260.0
76335385,1056501,194186618,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24299567.0
101595,697152,163320742,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23088673.0
5481235,1453611,381845198,Active,,,8.58,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by MTS assay,Confirmatory,28522265.0
25145864,578936,124962063,Active,,,2.23,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of 10 ng/ml IGF-driven mitogenesis after 4 hrs by [3H]-thymidine incorporation assay,Confirmatory,21315614.0
25145864,578937,124962063,Active,,,3.07,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of 100 ng/ml IGF-driven mitogenesis after 4 hrs by [3H]-thymidine incorporation assay,Confirmatory,21315614.0
25145864,578938,124962063,Active,,,7.13,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of 10 % FBS-driven mitogenesis after 4 hrs by [3H]-thymidine incorporation assay,Confirmatory,21315614.0
25145864,745581,124962063,Active,,,6.2,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of FBS-induced cellular growth,Confirmatory,23627396.0
25145864,745582,124962063,Active,,,0.03,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of IGF1-induced cellular growth,Confirmatory,23627396.0
10403120,1623545,440209147,Active,,,0.5,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by sulforhodamine B assay,Confirmatory,30601004.0
42607813,1537334,440151124,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,30719909.0
127042757,1264935,336893203,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by neutral red staining based colorimetric assay,Confirmatory,26516994.0
11494620,379405,103597621,Active,,,0.9,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,16499313.0
118711164,1177505,312353925,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25116183.0
132519996,1634801,440203491,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26963142.0
71720663,736728,164149009,Active,,,7.47,IC50,Cytotoxicity against human MCF7 assessed as cell viability measured after 48 hrs by MTT assay,Confirmatory,23586920.0
133561645,1505196,404652380,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,29338226.0
118719340,1170659,312366631,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25375202.0
5352092,354405,103452595,Active,,,0.0003,IC50,Antimitotic activity against human MCF7 cells expressing p53 mutant by MTT assay,Confirmatory,12608848.0
5352092,354406,103452595,Active,,,0.0003,IC50,Cytotoxicity activity against human MCF7 cells expressing p53 mutant by MTT assay,Confirmatory,12608848.0
101998586,1541626,440134009,Unspecified,,,80.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,Confirmatory,31804070.0
118711163,1177505,312353923,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25116183.0
132524069,1329371,374280513,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,27584856.0
71458786,696901,163331139,Unspecified,,,12.57,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,23148674.0
132489954,1490889,404668324,Active,,,7.3,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 5 days by MTT assay,Confirmatory,28398049.0
15240820,359483,103638919,Active,,,0.01,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,11325226.0
10588360,1668784,374298527,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,32394716.0
127030868,1286448,336873907,Active,,,3.4,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26757019.0
118711166,1177505,312353927,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25116183.0
21628627,697152,103563285,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,23088673.0
46211197,478103,103750338,Unspecified,,,113.0,IC50,Cytotoxicity against human MCF7 cells after 45 hrs by resazurin microplate assay,Confirmatory,20364867.0
21125413,1674325,440161784,Active,,,7.2,IC50,Cytotoxicity activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,32627543.0
86302633,1130026,242621261,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by sulforhodamine B method,Confirmatory,24625121.0
76310763,1070502,194140078,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay,Confirmatory,24476550.0
132584641,1428409,381878095,Unspecified,,,20.0,IC50,Cytotoxicity against vinblastine-sensitive human MCF7 cells assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
132584641,1428410,381878095,Unspecified,,,20.0,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine free medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
132584641,1428411,381878095,Unspecified,,,20.0,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine containing medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
122180308,1230463,318375418,Unspecified,,,19.14,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26068802.0
100955971,1328121,374355418,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
132576375,1460712,381865447,Unspecified,,,30.0,IC50,Cytotoxicity against human MCF7/DX cells incubated for 48 hrs by MTT assay,Confirmatory,28245113.0
132576375,1460713,381865447,Active,,,4.76,IC50,Reversal of multidrug resistance in human MCF7/DX cells assessed as potentiation doxorubicin-induced cytotoxicity by measuring doxorubicin IC50 level at 30 uM incubated for 48 hrs by MTT assay,Confirmatory,28245113.0
71460597,696901,163334619,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,23148674.0
10384141,1328353,374292116,Active,,,3.1,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 72 hrs by MTS assay,Confirmatory,27560695.0
13873658,1525034,242457623,Unspecified,,,10.0,IC50,Cytotoxicity in human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,30978023.0
127033177,1286448,336877298,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26757019.0
6545891,1187002,312352443,Unspecified,,,13.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 72 hrs by CCK cell proliferation assay,Confirmatory,25102048.0
46937367,767338,174523732,Unspecified,,,15.54,IC50,Cytotoxicity against human MCF7 cells after 2 days by MTT assay,Confirmatory,23932340.0
76332514,1070502,194181387,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay,Confirmatory,24476550.0
134140538,1328121,374299591,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
52316410,1328432,374349334,Unspecified,,,10.0,IC50,Cytotoxicity activity against human MCF7 cells assessed as growth inhibition measured after 48 hrs by MTT assay,Confirmatory,27627130.0
127033176,1286448,336877297,Unspecified,,,13.7,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26757019.0
132525302,1323197,374277032,Unspecified,,,19.7,IC50,Antiproliferative activity against human MCF7 cells measured after 24 hrs by CCK8 assay,Confirmatory,27328173.0
5497136,393058,103327641,Unspecified,,,45.41,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by CellTiter-Blue assay,Confirmatory,19171486.0
11823545,1438005,381840916,Active,,,7.421,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by SRB assay,Confirmatory,28099003.0
118711165,1177505,312353926,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25116183.0
14805961,1543246,440149271,Unspecified,,,40.0,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31268321.0
127033175,1286448,336877296,Unspecified,,,15.7,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26757019.0
134140080,1328121,374297823,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
132520002,1634801,440178646,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26963142.0
132472797,1505073,404659240,Active,,,5.1,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29286660.0
132472797,1505074,404659240,Active,,,4.1,IC50,Cytotoxicity against human MCF7/ADR cells after 72 hrs by MTT assay,Confirmatory,29286660.0
46881252,464267,103740461,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20121210.0
73604000,1056531,194138411,Active,,,3.4,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,24256484.0
121594862,1505064,404652295,Unspecified,,,14.12,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,29286250.0
52937079,1654146,131284678,Unspecified,,,566.95,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by MTT assay,Confirmatory,31990198.0
76309965,1056600,194138422,Unspecified,,,11.6,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24274642.0
132576370,1460712,381841041,Unspecified,,,30.0,IC50,Cytotoxicity against human MCF7/DX cells incubated for 48 hrs by MTT assay,Confirmatory,28245113.0
132576370,1460713,381841041,Active,,,7.8,IC50,Reversal of multidrug resistance in human MCF7/DX cells assessed as potentiation doxorubicin-induced cytotoxicity by measuring doxorubicin IC50 level at 30 uM incubated for 48 hrs by MTT assay,Confirmatory,28245113.0
53359838,1505073,404653658,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29286660.0
53359838,1505074,404653658,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7/ADR cells after 72 hrs by MTT assay,Confirmatory,29286660.0
71665822,736728,164134965,Unspecified,,,23.96,IC50,Cytotoxicity against human MCF7 assessed as cell viability measured after 48 hrs by MTT assay,Confirmatory,23586920.0
21727420,1647969,442048694,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by sulforhodamine B assay,Confirmatory,32040314.0
91820203,1490957,404667980,Unspecified,,,20.0,IC50,Cytotoxicity against human MCF7 cells after 3 days by sulforhodamine B assay,Confirmatory,28409637.0
10345799,1541626,440114116,Unspecified,,,80.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,Confirmatory,31804070.0
51350216,1959603,440154869,Active,,,2.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation by propidium iodide assay,Confirmatory,29126728.0
118715267,1164704,312360194,Unspecified,,,236.3,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by PrestoBlue cell viability assay,Confirmatory,25226568.0
118715263,1164704,312360190,Unspecified,,,220.8,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by PrestoBlue cell viability assay,Confirmatory,25226568.0
70698018,1505064,404656787,Unspecified,,,13.76,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,29286250.0
132576279,1460811,381847880,Unspecified,,,18.3,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay,Confirmatory,28277681.0
102196490,1435547,381837509,Unspecified,,,30.8,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by SRB assay,Confirmatory,27797192.0
46850180,1056600,194145330,Active,,,9.5,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24274642.0
46881247,464267,103740456,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20121210.0
60166748,1056600,194172965,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24274642.0
134140000,1328121,374297465,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
122182018,1235900,318377996,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 incubated for 3 days by MTT assay,Confirmatory,26235190.0
132582886,1459384,381844287,Active,,,3.9,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,27704822.0
132577483,1435531,381837809,Active,,,4.9,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,27797185.0
101110483,1525034,440110409,Unspecified,,,10.0,IC50,Cytotoxicity in human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,30978023.0
46211336,478103,103750339,Unspecified,,,118.0,IC50,Cytotoxicity against human MCF7 cells after 45 hrs by resazurin microplate assay,Confirmatory,20364867.0
51537163,1676856,461529694,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by SRB assay,Confirmatory,32946697.0
46881250,464267,103740459,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,20121210.0
11133729,1525034,440192524,Unspecified,,,10.0,IC50,Cytotoxicity in human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,30978023.0
90680620,1151331,242645534,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 48 hrs by MTT assay,Confirmatory,24773071.0
132522277,1328353,374285467,Active,,,6.2,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 72 hrs by MTS assay,Confirmatory,27560695.0
60155154,676685,160707020,Unspecified,,,82.7,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by sulforhodamine B assay,Confirmatory,22642609.0
25158710,1668784,103694364,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,32394716.0
122180303,1230463,318375413,Unspecified,,,22.7,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26068802.0
134132730,1328121,374270734,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
59051170,1546667,194180575,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells incubated for 24 hrs by MTT assay,Confirmatory,31891260.0
5377910,1490957,381861706,Unspecified,,,20.0,IC50,Cytotoxicity against human MCF7 cells after 3 days by sulforhodamine B assay,Confirmatory,28409637.0
132525205,1320952,374343720,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 6 days by MTT assay,Confirmatory,27310249.0
14060724,1543246,440206707,Unspecified,,,40.0,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31268321.0
44559125,379194,103579958,Active,,,3.55,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,17125219.0
118712036,1177585,312355215,Active,,,3.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability,Confirmatory,25105722.0
15559271,1164704,312360188,Unspecified,,,236.7,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by PrestoBlue cell viability assay,Confirmatory,25226568.0
134137214,1328121,374287276,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
14805914,1543246,440229725,Unspecified,,,40.0,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31268321.0
102004872,1675898,461563265,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,32881525.0
593615,1490957,404669705,Unspecified,,,14.9,IC50,Cytotoxicity against human MCF7 cells after 3 days by sulforhodamine B assay,Confirmatory,28409637.0
54763994,1616232,440211136,Active,,,4.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 48 hrs by MTS assay,Confirmatory,31503490.0
68150381,1546667,194152923,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells incubated for 24 hrs by MTT assay,Confirmatory,31891260.0
127030869,1286448,336873908,Active,,,2.4,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26757019.0
132524070,1329371,374345682,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,27584856.0
132582887,1459384,381849801,Active,,,7.2,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,27704822.0
90670459,1130026,242621260,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by sulforhodamine B method,Confirmatory,24625121.0
73347717,769609,174493272,Unspecified,,,30.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,23865778.0
45102749,1540227,440205048,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition after 72 hrs by alamar blue assay,Confirmatory,31403289.0
10887328,1639315,440160631,Active,,,1.2,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30869890.0
132576276,1460811,381887598,Unspecified,,,15.6,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay,Confirmatory,28277681.0
127033464,1286448,336877721,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTS assay,Confirmatory,26757019.0
132577490,1435531,381850955,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,27797185.0
71315317,1315655,374321799,Unspecified,,,57.3,IC50,Cytotoxicity against human MCF7 cells by resazurin microplate assay,Confirmatory,27228159.0
15559272,1164704,312360189,Active,,,7.6,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by PrestoBlue cell viability assay,Confirmatory,25226568.0
76328133,1056600,194172967,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24274642.0
76317188,1056531,194152163,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTS assay,Confirmatory,24256484.0
44584018,402293,103636685,Active,,,1.7,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,15974615.0
132524064,1329371,374303298,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,27584856.0
101913974,1177505,312353922,Unspecified,,,40.0,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25116183.0
11326062,1505073,404665883,Unspecified,,,15.4,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29286660.0
11326062,1505074,404665883,Unspecified,,,35.4,IC50,Cytotoxicity against human MCF7/ADR cells after 72 hrs by MTT assay,Confirmatory,29286660.0
11326062,1821803,404665883,Active,,,3.92,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,34992039.0
11326062,1821804,404665883,Active,,,2.48,IC50,Antiproliferative activity against human MCF7/ADR cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,34992039.0
11326062,1907346,404665883,Active,,,3.94,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 48 hrs by MTT assay,Confirmatory,35390712.0
10768809,1504857,404653848,Active,,,8.5,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell survival incubated for 72 hrs by MTS assay,Confirmatory,29220180.0
71722002,1328121,374295938,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27494664.0
443059,1420883,103598173,Unspecified,,,16.7,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,30201293.0
443059,1667596,103598173,Unspecified,,,17.9,IC50,Antiproliferative activity against human MCF7 cells incubated for 48 hrs,Confirmatory,32139325.0
10382485,1732439,442059004,Unspecified,,,32.41,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation by MTT assay,Confirmatory,33609662.0
5702614,431768,103617194,Active,,,4.2,IC50,Inhibition of clonogenic survival of human MCF7 cells after 10 days by microscopy,Confirmatory,19694470.0
5702614,431770,103617194,Active,,,8.6,IC50,Inhibition of clonogenic survival of tumor necrosis factor-resistant human MCF7 cells after 10 days by microscopy,Confirmatory,19694470.0
5702614,431773,103617194,Active,,,4.5,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,19694470.0
5702614,431775,103617194,Active,,,1.2,IC50,Antiproliferative activity against tumor necrosis factor-resistant human MCF7 cells after 24 hrs by MTT assay,Confirmatory,19694470.0
5702614,492066,103617194,Active,,,8.59,IC50,Cytotoxicity against human MCF-7TN-R cells assessed as reduction in cell viability after 24 hrs by MTT assay,Confirmatory,20639111.0
127042751,1264935,336893193,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by neutral red staining based colorimetric assay,Confirmatory,26516994.0
11314593,1505073,404656039,Unspecified,,,22.9,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29286660.0
11314593,1505074,404656039,Unspecified,,,34.6,IC50,Cytotoxicity against human MCF7/ADR cells after 72 hrs by MTT assay,Confirmatory,29286660.0
